User,Text,Date,Retweets,Favorites
taylorswift13,"Thanks for the beach day, @GQMagazine ☀️ http://t.co/o91BaiRQYp","Fri Oct 16 01:02:14 +0000 2015",25839,66438
taylorswift13,"So stoked about @R3HAB's remix of Wildest Dreams!

http://t.co/tAuhNZHzc9","Thu Oct 15 06:09:46 +0000 2015",11992,26854
taylorswift13,"RT @TheGRAMMYs: Go inside @taylorswift13's journey crafting '1989' in this intimate 3-part listening session http://t.co/AYXlFW7WJJ http://…","Tue Oct 13 20:01:43 +0000 2015",6686,0
taylorswift13,"Tackling my former fear of horns, writing with magical @imogenheap, creating 'Shake it Off' &amp; 'Clean':

http://t.co/4n7MONyd8b

@GRAMMYPro","Mon Oct 12 20:48:10 +0000 2015",11188,29128
taylorswift13,"RT @vogueaustralia: First look: @taylorswift13 for Vogue Australia November 2015. http://t.co/6F5eQ2cyl6","Sun Oct 11 23:44:07 +0000 2015",6360,0
taylorswift13,"RT @NME: Power, fame &amp; the future - the full @taylorswift13 NME cover interview http://t.co/UqEEEffUYl http://t.co/eEt2QkfhKQ","Sat Oct 10 17:58:26 +0000 2015",5885,0
taylorswift13,"RT @GRAMMYPro: Part II of our conversation with @taylorswift13 is now live.  https://t.co/dx1waUJN9b","Sat Oct 10 03:41:33 +0000 2015",4520,0
taylorswift13,"The making of 'Out of the Woods' and 'I Know Places'.

http://t.co/8hBc1Npytb","Sat Oct 10 00:59:03 +0000 2015",12629,29959
taylorswift13,"Brb I'll just be listening to 'Hands To Myself' all day and then forever.

Love you so much @selenagomez 
#Revival is OUT NOW!!!","Fri Oct 09 21:11:57 +0000 2015",24369,43707
taylorswift13,"Behind the scenes of the 1989 World Tour
@beck and @st_vincent in LA at sound check 
One of my favorite memories. http://t.co/YFJOyMl9QZ","Fri Oct 09 17:34:48 +0000 2015",10770,31953
taylorswift13,"RT @TheRyanAdams: #1989 
VINYL &amp; cd 
http://t.co/Y7tm69v1mm http://t.co/gHU4cJmadY","Fri Oct 09 17:01:22 +0000 2015",2897,0
taylorswift13,"RT @SPINmagazine: .@TheRyanAdams' album of @taylorswift13 covers is getting a CD and vinyl release http://t.co/nYPv2yIpjt http://t.co/Ur75q…","Fri Oct 09 17:01:16 +0000 2015",2271,0
